assignment_score,midterm_score,final_score,attendance_percent,early_performance,improvement_score,consistency_score,exam_avg,overall_avg,weighted_total,attendance_risk,weak_subject_count,performance_gap,low_assignment,low_midterm,low_final,pass_fail
0.6291793313069907,0.3305174234424499,0.3399122807017543,0.7703703703703704,0.4798483773747203,0.00939485725930439,0.8302145348201332,0.3352148520721021,0.43320301181706494,0.4238739387055339,0,2,0.2986619078645408,0,1,1,0
0.6094224924012157,0.5300950369588173,0.8684210526315789,0.8888888888888888,0.5697587646800165,0.33832601567276155,0.8230642337506948,0.6992580447951982,0.6693128606638706,0.6892236798606415,0,0,0.33832601567276155,0,0,0,1
0.4802431610942248,0.5934530095036958,0.4846491228070175,0.974074074074074,0.5368480852989603,-0.10880388669667834,0.935872304428568,0.5390510661553567,0.5194484311349794,0.5159685003021832,0,2,0.11320984840947101,1,0,1,1
0.6732522796352582,0.5638859556494192,0.256578947368421,0.2604938271604938,0.6185691176423387,-0.3073070082809982,0.7839694250099679,0.4102324515089201,0.4979057275510328,0.47377304953277166,0,1,0.4166733322668372,0,0,1,1
0.553191489361702,0.7032734952481521,0.3771929824561403,0.3382716049382715,0.6282324923049271,-0.3260805127920118,0.836788182746781,0.5402332388521462,0.5445526556886647,0.5278166883654124,0,1,0.3260805127920118,0,0,1,1
0.3115501519756838,0.6325237592397043,0.381578947368421,0.8049382716049382,0.47203695560769404,-0.25094481187128326,0.8312292544360105,0.5070513533040626,0.44188428619460307,0.43585375231198487,0,2,0.32097360726402047,1,0,1,1
0.5349544072948329,0.6832101372756071,0.5932017543859649,0.5765432098765433,0.60908227228522,-0.09000838288964219,0.9253072695352313,0.638205945830786,0.6037887663188016,0.602730065125518,0,0,0.1482557299807742,0,0,0,1
0.2933130699088145,0.4688489968321014,0.5296052631578948,1.0,0.38108103337045796,0.060756266325793395,0.8772956221039574,0.4992271299949981,0.4305891099662702,0.4404907252854327,0,2,0.2362921932490803,1,1,0,1
0.6276595744680851,0.720168954593453,0.5164473684210527,0.6753086419753087,0.673914264530769,-0.20372158617240033,0.8979962215915295,0.6183081615072528,0.6214252991608635,0.6109275060868825,0,0,0.20372158617240033,0,0,0,1
0.458966565349544,0.8352692713833157,0.706140350877193,0.2753086419753086,0.6471179183664298,-0.1291289205061228,0.8087876900181877,0.7707048111302544,0.6667920625366842,0.6707268913707352,0,1,0.37630270603377175,1,0,0,1
0.4346504559270515,0.423442449841605,0.650219298245614,0.4395061728395061,0.42904645288432824,0.22677684840400897,0.8721828883710325,0.5368308740436095,0.5027707346714235,0.5175155910288425,0,2,0.22677684840400897,1,1,0,1
0.3434650455927051,0.4371700105596621,0.6458333333333334,0.074074074074074,0.3903175280761836,0.20866332277367128,0.845216503807411,0.5415016719464978,0.47548946316190016,0.4925238501790435,1,2,0.3023682877406283,1,1,0,1
0.6914893617021276,0.788806758183738,0.6644736842105263,0.6950617283950618,0.7401480599429329,-0.1243330739732117,0.9346047456208055,0.7266402211971321,0.7149232680321308,0.7098783096499701,0,0,0.1243330739732117,0,0,0,1
0.439209726443769,0.5469904963041182,0.7050438596491228,0.7061728395061728,0.4931001113739436,0.15805336334500453,0.8662930153947326,0.6260171779766205,0.56374802746567,0.5778776106840153,0,1,0.26583413320535376,1,0,0,1
0.390577507598784,0.8004223864836324,0.1677631578947368,0.6481481481481481,0.5954999470412082,-0.6326592285888956,0.6790958713517722,0.4840927721891846,0.4529210173257177,0.42440523138261965,0,2,0.6326592285888956,1,0,1,1
0.4042553191489361,0.5079197465681098,0.5109649122807017,1.0,0.45608753285852294,0.0030451657125919462,0.9392511676206732,0.5094423294244057,0.47437999266591585,0.4780384846273944,0,1,0.10670959313176565,1,0,0,1
0.5653495440729484,0.8078141499472016,0.1535087719298245,1.0,0.686581847010075,-0.6543053780173771,0.6692137058452834,0.48066146093851303,0.5088908219833248,0.47335261697797476,0,1,0.6543053780173771,0,0,1,1
0.5349544072948329,0.5987328405491024,0.5899122807017544,0.711111111111111,0.5668436239219676,-0.008820559847347975,0.9654412127098352,0.5943225606254283,0.5745331761818965,0.5760710866338823,0,0,0.06377843325426946,0,0,0,1
0.5440729483282674,0.6187961985216472,0.5822368421052632,0.2259259259259258,0.5814345734249573,-0.03655935641638408,0.9626355038187665,0.6005165203134553,0.5817019963183926,0.5817554808970796,1,0,0.07472325019337989,0,0,0,1
0.547112462006079,0.8257655755015839,0.7894736842105262,0.9049382716049384,0.6864390187538314,-0.0362918912910577,0.8485054340563914,0.8076196298560551,0.7207839072393963,0.7276528849365094,0,0,0.2786531134955049,0,0,0,1
0.8586626139817628,0.5205913410770855,0.8179824561403509,0.8901234567901235,0.6896269775294241,0.29739111506326543,0.8154335999683026,0.6692868986087182,0.7324121370663997,0.7409691689737948,0,0,0.3380712729046773,0,0,0,1
0.3936170212765957,0.4287222808870116,0.6228070175438596,0.8296296296296297,0.41116965108180364,0.194084736656848,0.8765568156029793,0.5257646492154355,0.481715439902489,0.495824597666626,0,2,0.22918999626726388,1,1,0,1
0.3753799392097263,0.5068637803590285,0.4846491228070175,0.9950617283950616,0.44112185978437735,-0.022214657552010963,0.9296186033368351,0.49575645158302295,0.45563094745859073,0.45853276499343343,0,2,0.13148384114930217,1,0,1,1
0.3191489361702128,0.6494192185850052,0.6787280701754386,0.465432098765432,0.484284077377609,0.029308851590433393,0.8003191622280508,0.6640736443802219,0.5490987416435522,0.5620616744967408,0,1,0.3595791340052258,1,0,0,1
0.5805471124620061,0.3294614572333685,0.4791666666666666,1.0,0.4550042848476873,0.14970520943329807,0.8736844884276389,0.4043140619500175,0.4630584121206804,0.464669237575279,0,2,0.25108565522863757,0,1,1,1
0.6732522796352582,0.6789862724392819,0.5833333333333334,0.5160493827160493,0.6761192760372701,-0.09565293910594852,0.9463533468935676,0.6311598028863077,0.6451906284692912,0.6390048989556955,0,0,0.09565293910594852,0,0,0,1
0.4468085106382978,0.4920802534318901,0.7785087719298245,0.9382716049382716,0.469444382035094,0.2864285184979344,0.8201315803865884,0.6352945126808573,0.5724658453333374,0.5930701379929861,0,2,0.3317002612915267,1,1,0,1
0.3145896656534953,0.7592397043294614,0.4736842105263157,0.3370370370370369,0.5369146849914783,-0.2855554938031457,0.7746977322410379,0.6164619574278886,0.5158378601697574,0.5116224952054134,0,2,0.44465003867596614,1,0,1,1
0.3176291793313069,0.1985216473072861,0.7423245614035088,0.5234567901234568,0.2580754133192965,0.5438029140962226,0.7141461967141681,0.47042310435539747,0.4194917960140339,0.45177507255298144,0,2,0.5438029140962226,1,1,0,1
0.5866261398176291,0.4530095036958817,0.7171052631578948,1.0,0.5198178217567554,0.2640957594620131,0.8679490141132643,0.5850573834268883,0.5855803022238019,0.5987327983172113,0,1,0.2640957594620131,0,1,0,1
0.6033434650455927,0.310454065469905,0.394736842105263,0.6888888888888889,0.45689876525774886,0.08428277663535799,0.8492217356757826,0.352595453787584,0.43617812420692026,0.4320339959967545,0,2,0.29288939957568766,0,1,1,1
0.566869300911854,0.4466737064413938,0.775219298245614,0.9604938271604936,0.5067715036766238,0.32854559180422016,0.8337677787886926,0.6109465023435039,0.5962541018662871,0.61415062150422,0,1,0.32854559180422016,0,1,0,1
0.3465045592705166,0.6166842661034847,0.7214912280701754,0.8111111111111111,0.48159441268700065,0.1048069619666907,0.8065245170404869,0.66908774708683,0.5615600178147256,0.5775531388402706,0,1,0.3749866687996588,1,0,0,1
0.5106382978723403,0.5491024287222808,0.6030701754385964,0.7271604938271605,0.5298703632973105,0.05396774671631566,0.9535678648669174,0.5760863020804385,0.5542703006777391,0.5591502881538248,0,0,0.09243187756625615,0,0,0,1
0.4893617021276595,0.5374868004223865,0.4331140350877192,1.0,0.513424251275023,-0.10437276533466733,0.9477609672165237,0.48530041775505284,0.4866541792125884,0.4813001648001014,0,2,0.10437276533466733,1,0,1,1
0.5075987841945286,0.5522703273495247,0.413377192982456,0.6950617283950618,0.5299345557720267,-0.13889313436706874,0.929095653879455,0.4828237601659904,0.49108210150883647,0.4833116106561984,0,1,0.13889313436706874,0,0,1,1
0.6276595744680851,0.6103484688489969,0.4769736842105262,0.3135802469135801,0.619004021658541,-0.13337478463847063,0.9175431980996244,0.5436610765297616,0.571660575842536,0.5621918866793351,0,1,0.15068589025755885,0,0,1,1
0.5091185410334347,0.4181626187961985,0.6907894736842105,0.5543209876543209,0.46364057991481655,0.272626854888012,0.8611939545226517,0.5544760462402045,0.5393568778379478,0.5545001374225742,0,1,0.272626854888012,0,1,0,1
0.5911854103343464,0.6895459345300949,0.394736842105263,0.8888888888888888,0.6403656724322206,-0.29480909242483194,0.8499004587750336,0.542141388317679,0.5584893956565681,0.5421141403014376,0,1,0.29480909242483194,0,0,1,1
0.4802431610942248,0.6821541710665259,0.6699561403508772,0.8506172839506174,0.5811986660803754,-0.012198030715648622,0.8867834947252171,0.6760551557087016,0.6107844908372093,0.616701655788576,0,1,0.20191100997230105,1,0,0,1
0.5212765957446808,0.6388595564941921,0.337719298245614,0.3666666666666666,0.5800680761194364,-0.30114025824857815,0.848230169191523,0.48828942736990305,0.49928515016149566,0.4831285649699074,0,1,0.30114025824857815,0,0,1,1
0.5835866261398175,0.6652587117212249,0.5427631578947368,0.574074074074074,0.6244226689305212,-0.12249555382648802,0.9376274020769378,0.6040109348079808,0.597202831918593,0.5917588645162075,0,0,0.12249555382648802,0,0,0,1
0.202127659574468,0.6240760295670539,0.6052631578947368,0.6098765432098765,0.41310184457076093,-0.018812871672317044,0.7616331325156218,0.6146695937308954,0.4771556156787529,0.4899663699003513,0,1,0.4219483699925859,1,0,0,1
0.4103343465045592,0.8996832101372756,1.0,0.662962962962963,0.6550087783209174,0.10031678986272441,0.684502680524013,0.9498416050686378,0.770005852213945,0.7930052669925505,0,1,0.5896656534954408,1,0,0,1
0.3829787234042552,0.5638859556494192,0.3114035087719298,0.4135802469135802,0.4734323395268372,-0.25248244687748944,0.8698732515266279,0.4376447322106745,0.41942272927520136,0.40862080722487426,0,2,0.25248244687748944,1,0,1,1
0.3510638297872339,0.529039070749736,0.8739035087719298,0.597530864197531,0.4400514502684849,0.3448644380221938,0.734178005384291,0.7014712897608328,0.5846688031029665,0.6135922736698629,0,1,0.5228396789846959,1,0,0,1
0.4179331306990881,0.4582893347412883,0.6129385964912281,0.5728395061728395,0.4381112327201882,0.15464926174993976,0.8970662437508905,0.5356139656162582,0.49638702064386814,0.5080421782286042,0,2,0.19500546579213995,1,1,0,1
0.7401215805471124,0.4139387539598733,0.6644736842105263,0.94320987654321,0.5770301672534929,0.25053493025065304,0.8292733218190103,0.5392062190851998,0.6061780062391707,0.6120075740363062,0,1,0.3261828265872391,0,1,0,1
0.3100303951367781,0.3801478352692714,0.6063596491228069,0.9530864197530864,0.34508911520302477,0.22621181385353556,0.8451348614086239,0.4932537421960391,0.4321792931762855,0.4495973287709376,0,2,0.29632925398602883,1,1,0,1
0.6443768996960484,0.4371700105596621,0.6710526315789473,0.7172839506172839,0.5407734551278552,0.23388262101928525,0.871971767441762,0.5541113210693047,0.5841998472782193,0.5928851257082921,0,1,0.23388262101928525,0,1,0,1
0.161094224924012,0.5659978880675818,0.5526315789473685,0.6567901234567901,0.3635460564957969,-0.013366309120213304,0.7699901689629369,0.5593147335074751,0.4265745639796541,0.4391802654764255,0,1,0.40490366314356974,1,0,0,1
0.4072948328267476,0.6304118268215416,0.8706140350877193,0.7876543209876543,0.5188533298241447,0.24020220826617766,0.7682879023986288,0.7505129309546305,0.6361068982453362,0.6595576119295745,0,1,0.4633192022609717,1,0,0,1
0.4984802431610942,0.5860612460401267,0.4934210526315788,0.5518518518518518,0.5422707446006104,-0.09264019340854784,0.9479131607971134,0.5397411493358527,0.5259875139442666,0.5227308678129978,0,2,0.09264019340854784,1,0,1,1
0.5744680851063828,0.4561774023231257,0.8070175438596492,0.4703703703703704,0.5153227437147543,0.3508401415365235,0.82150595653583,0.6315974730913875,0.6125543437630526,0.6320006637727122,0,1,0.3508401415365235,0,1,0,1
0.5972644376899696,0.720168954593453,0.4561403508771929,0.5209876543209877,0.6587166961417112,-0.2640286037162601,0.8678809679781292,0.588154652735323,0.5911912477202051,0.577686158035904,0,1,0.2640286037162601,0,0,1,1
0.6124620060790273,0.6948257655755015,0.5712719298245614,0.5962962962962963,0.6536438858272644,-0.12355383575094003,0.9370900622728385,0.6330488477000314,0.6261865671596968,0.6206951034261832,0,0,0.12355383575094003,0,0,0,1
0.4042553191489361,0.5522703273495247,0.3717105263157894,0.465432098765432,0.4782628232492304,-0.18055980103373537,0.9037629247270793,0.46199042683265706,0.4427453909380834,0.435641904475854,0,2,0.18055980103373537,1,0,1,1
0.384498480243161,0.4741288278775079,0.6732456140350878,0.7925925925925927,0.42931365406033445,0.19911678615757988,0.8522073518856965,0.5736872209562978,0.5106243073852522,0.5268864380502358,0,2,0.28874713379192674,1,1,0,1
0.6246200607902734,0.6642027455121436,0.8684210526315789,0.9333333333333332,0.6444114031512085,0.20421830711943523,0.8691624228828461,0.7663118990718613,0.719081286311332,0.7340152629433567,0,0,0.24380099184130544,0,0,0,1
0.4331306990881458,0.6071805702217529,0.5679824561403509,0.3617283950617283,0.5201556346549493,-0.03919811408140195,0.9086993554520463,0.5875815131810519,0.5360979084834164,0.53928636324911,0,1,0.1740498711336071,1,0,0,1
0.235562310030395,0.348468848996832,0.5449561403508771,0.7592592592592593,0.2920155795136135,0.19648729135404513,0.8434328235519929,0.44671249467385454,0.37632909979270135,0.39319180384851893,0,2,0.3093938303204822,1,1,0,0
0.2613981762917932,0.5670538542766631,0.362938596491228,0.6987654320987653,0.41422601528422814,-0.2041152577854351,0.8443300024199252,0.4649962253839456,0.39713020901989476,0.39371104776702803,0,2,0.3056556779848699,1,0,1,0
0.3009118541033434,0.6187961985216472,0.5383771929824561,0.837037037037037,0.45985402631249533,-0.08041900553919112,0.834718694318273,0.5785866957520517,0.4860284152024823,0.49126329298047966,0,1,0.3178843444183038,1,0,0,1
0.5592705167173251,0.4350580781414995,0.2686403508771929,0.7493827160493827,0.49716429742941226,-0.1664177272643066,0.8541750574941349,0.3518492145093462,0.42098964857867244,0.40575471880852454,0,2,0.2906301658401322,0,1,1,0
0.4939209726443769,0.6071805702217529,0.4035087719298245,0.3938271604938271,0.5505507714330649,-0.20367179829192839,0.8979507440000127,0.5053446710757887,0.5015367715986514,0.4917339716317687,0,2,0.20367179829192839,1,0,1,1
0.594224924012158,0.3474128827877508,0.6282894736842105,0.4419753086419752,0.47081890339995436,0.2808765908964597,0.8467201706293707,0.4878511782359807,0.5233090934947064,0.5338071315136568,0,1,0.2808765908964597,0,1,0,1
0.390577507598784,0.788806758183738,0.8432017543859649,0.7604938271604937,0.589692132891261,0.054394996202226875,0.7528785519854131,0.8160042562848515,0.6741953400561623,0.6910959814891425,0,1,0.4526242467871809,1,0,0,1
0.4969604863221883,0.7750791974656811,1.0,1.0,0.6360198418939347,0.2249208025343189,0.748011859663327,0.8875395987328405,0.7573465612626231,0.7816119051363608,0,1,0.5030395136778116,1,0,0,1
0.5820668693009117,0.5374868004223865,0.4671052631578946,0.2061728395061728,0.5597768348616491,-0.07038153726449192,0.9420386418724951,0.5022960317901406,0.5288863109603975,0.5227082061801472,1,1,0.11496160614301709,0,0,1,1
0.4118541033434649,0.6356916578669483,0.8662280701754386,0.8382716049382717,0.5237728806052065,0.2305364123084903,0.7728047866005436,0.7509598640211934,0.6379246104619506,0.6607549564332994,0,1,0.4543739668319737,1,0,0,1
0.5516717325227962,0.1964097148891235,0.6315789473684211,1.0,0.37404072370595987,0.4351692324792976,0.7683506511074141,0.4139943311287723,0.4598867982601136,0.47705601317094437,0,1,0.4351692324792976,0,1,0,1
0.3480243161094224,0.3949313621964097,0.5537280701754386,0.7148148148148148,0.37147783915291605,0.1587967079790289,0.892195624799334,0.4743297161859241,0.4322279161604235,0.44437793156192507,0,2,0.20570375406601615,1,1,0,1
0.4012158054711245,0.5311510031678986,0.6688596491228069,0.8888888888888888,0.46618340431951155,0.13770864595490828,0.8661592651594937,0.6000053261453528,0.5337421525872766,0.5472539022408298,0,1,0.2676438436516824,1,0,0,1
0.3981762917933129,0.4076029567053854,0.5953947368421053,0.5790123456790124,0.40288962424934915,0.18779178013671993,0.8887572251291901,0.5014988467737453,0.4670579951136012,0.47989166928645155,0,2,0.19721844504879243,1,1,0,1
0.2492401215805471,0.6906019007391764,0.6052631578947368,0.7234567901234568,0.46992101115986173,-0.08533874284443954,0.7658934275738523,0.6479325293169567,0.5150350600714867,0.5240578698538118,0,1,0.4413617791586293,1,0,0,1
0.5562310030395137,0.8944033790918691,0.5032894736842105,0.3530864197530864,0.7253171910656914,-0.39111390540765856,0.7878155486144955,0.6988464263880398,0.6513079519385311,0.636506104113099,0,0,0.39111390540765856,0,0,0,1
0.3829787234042552,0.3917634635691658,0.307017543859649,0.1740740740740741,0.3873710934867105,-0.08474591970951678,0.9534003874032828,0.3493905037144074,0.36058657694435664,0.35522967363588587,1,3,0.08474591970951678,1,1,1,0
0.4696048632218843,0.4445617740232312,0.2785087719298245,0.9864197530864198,0.4570833186225578,-0.16605300209340673,0.8961423474750593,0.3615352729765279,0.39755846972498005,0.38565349994546444,0,3,0.19109609129205984,1,1,1,0
0.5562310030395137,0.614572333685322,0.712719298245614,0.5098765432098764,0.5854016683624179,0.09814696456029193,0.9209165798555787,0.663645815965468,0.6278408783234832,0.6363287203156963,0,0,0.1564882952061003,0,0,0,1
0.5501519756838906,0.8331573389651531,0.5285087719298246,0.6407407407407408,0.6916546573245219,-0.3046485670353285,0.8300141117075801,0.6808330554474888,0.6372726955262894,0.626396303166643,0,0,0.3046485670353285,0,0,0,1
0.5896656534954408,0.3843717001055967,0.4660087719298244,0.411111111111111,0.4870186768005187,0.08163707182422769,0.8966387861647332,0.42519023601771055,0.480015375176954,0.47861471485224105,0,2,0.20529395338984407,0,1,1,1
0.4498480243161092,0.6166842661034847,0.5855263157894737,0.4049382716049381,0.533266145209797,-0.03115795031401103,0.9112928523937358,0.6011052909464791,0.5506862020696892,0.5541702134416677,0,1,0.1668362417873755,1,0,0,1
0.390577507598784,0.8658922914466737,0.7401315789473684,0.7098765432098766,0.6282348995227288,-0.12576071249930532,0.753718335589421,0.8030119351970211,0.6655337926642754,0.6729935712925846,0,1,0.47531478384788967,1,0,0,1
0.4528875379939209,0.3157338965153115,0.618421052631579,0.5728395061728395,0.3843107172546162,0.3026871561162675,0.848434843319838,0.46707747457344523,0.4623474957136038,0.4779548514054013,0,2,0.3026871561162675,1,1,0,1
0.161094224924012,0.3748680042238648,0.4539473684210526,0.8469135802469134,0.2679811145739384,0.07907936419718781,0.8484987688641487,0.4144076863224587,0.3299698658563098,0.3423676161127841,0,3,0.2928531434970406,1,1,1,0
0.2036474164133738,0.5100316789862724,0.825657894736842,0.865432098765432,0.3568395476998231,0.3156262157505696,0.6889833178199938,0.6678447868615572,0.5131123300454962,0.5443668865146307,0,1,0.6220104783234682,1,0,0,1
0.2264437689969604,0.4952481520591341,0.8947368421052632,0.8320987654320988,0.36084596052804724,0.3994886900461291,0.6637306036839046,0.6949924970821986,0.5388095877204525,0.5744023131589335,0,2,0.6682930731083028,1,1,0,1
0.2857142857142856,0.706441393875396,0.680921052631579,0.8123456790123456,0.49607783979484077,-0.02552034124381697,0.7641147962899356,0.6936812232534875,0.5576922440737535,0.570015124929536,0,1,0.42072710816111036,1,0,0,1
0.5410334346504557,0.6156282998944034,0.775219298245614,1.0,0.5783308672724295,0.1595909983512106,0.880363955136625,0.6954237990700087,0.643960344263491,0.6570862396617034,0,0,0.23418586359515825,0,0,0,1
0.3024316109422491,0.2967265047518479,0.8289473684210527,0.4888888888888889,0.2995790578470485,0.5322208636692047,0.6943557517758823,0.5628369365864503,0.4760351613717166,0.5113263820766502,0,2,0.5322208636692047,1,1,0,1
0.3996960486322187,0.658922914466737,0.8059210526315789,0.7395061728395063,0.5293094815494779,0.14699813816484186,0.7943199189401992,0.7324219835491579,0.6215133385768449,0.6399541099823183,0,1,0.4062250039993602,1,0,0,1
0.7051671732522795,0.4857444561774023,0.7050438596491228,1.0,0.5954558147148409,0.21929940347172044,0.8733518177931356,0.5953941579132626,0.6319851630262682,0.6392910326885537,0,1,0.2194227170748772,0,1,0,1
0.4027355623100304,0.7793030623020062,0.7017543859649122,1.0,0.5910193123060183,-0.07754867633709395,0.8011578783088656,0.7405287241334593,0.6279310035256497,0.6353133417695759,0,1,0.3765674999919758,1,0,0,1
0.6033434650455927,0.4783526927138331,0.6864035087719299,0.4024691358024692,0.5408480788797129,0.20805081605809678,0.8952727303147593,0.5823781007428815,0.5893665555104519,0.5990702508365997,0,1,0.20805081605809678,0,1,0,1
0.2978723404255318,0.4772967265047519,0.3662280701754385,0.6765432098765432,0.3875845334651419,-0.1110686563293134,0.9094444346194499,0.4217623983400952,0.3804657123685741,0.3790419481492605,0,3,0.17942438607922012,1,1,1,0
0.4300911854103343,0.6631467793030622,0.7214912280701754,1.0,0.5466189823566983,0.0583444487671132,0.8458177650696058,0.6923190036866188,0.6049097309278574,0.6165678806420891,0,1,0.2914000426598411,1,0,0,1
0.2948328267477202,0.6979936642027456,0.3157894736842105,0.8790123456790124,0.4964132454752329,-0.38220419051853505,0.7730426305969237,0.5068915689434781,0.43620532154489206,0.42416373675882396,0,2,0.40316083745502534,1,0,1,1
0.4057750759878418,0.648363252375924,0.4265350877192982,0.8012345679012347,0.5270691641818829,-0.22182816465662575,0.8655333151264395,0.5374491700476111,0.4935578053610213,0.48685553359684897,0,2,0.24258817638808217,1,0,1,1
0.6215805471124618,0.310454065469905,0.8410087719298246,0.6987654320987653,0.46601730629118343,0.5305547064599196,0.7334051982338031,0.5757314186998648,0.5910144615040638,0.6160138925466399,0,1,0.5305547064599196,0,1,0,1
0.1534954407294831,0.6631467793030622,0.7489035087719298,0.6580246913580245,0.40832111001627264,0.08575672946886759,0.6781280091275734,0.706025144037496,0.5218485762681584,0.5445540695185355,0,1,0.5954080680424467,1,0,0,1
0.547112462006079,0.4139387539598733,0.8771929824561403,0.8246913580246913,0.48052560798297617,0.463254228496267,0.7615002212736768,0.6455658682080068,0.6127480661406975,0.6391925577722418,0,1,0.463254228496267,0,1,0,1
0.5121580547112463,0.614572333685322,0.5296052631578948,0.691358024691358,0.5633651941982842,-0.08496707052742725,0.9452087405170414,0.5720887984216084,0.5521118838514877,0.5498612217821285,0,0,0.10241427897407573,0,0,0,1
0.3601823708206686,0.351636747624076,0.3563596491228069,0.7419753086419751,0.35590955922237233,0.0047229014987308915,0.9957192937583431,0.35399819837344143,0.35605958918918384,0.3560895951825461,0,3,0.008545623196592633,1,1,1,0
0.2036474164133738,0.648363252375924,0.5361842105263158,0.7728395061728395,0.4260053343946489,-0.11217904184960814,0.7687220173236403,0.59227373145112,0.4627316264385379,0.4700768848473157,0,1,0.44471583596255015,1,0,0,1
0.4817629179331306,0.4498416050686378,0.6030701754385964,0.5851851851851853,0.4658022615008842,0.15322857036995863,0.9191571321264603,0.5264558902536172,0.511558232813455,0.5207094270759691,0,2,0.15322857036995863,1,1,0,1
0.3708206686930091,0.3748680042238648,0.5986842105263158,0.8839506172839506,0.37284433645843695,0.22381620630245103,0.8695955849256247,0.4867761073750903,0.4481242944810632,0.4631802860855885,0,2,0.2278635418333067,1,1,0,1
0.5106382978723403,0.6906019007391764,0.8070175438596492,1.0,0.6006200993057583,0.11641564312047281,0.8506792279620976,0.7488097222994128,0.6694192474903886,0.6831790771273147,0,0,0.2963792459873089,0,0,0,1
0.4726443768996959,0.6156282998944034,0.5120614035087719,0.3148148148148148,0.5441363383970497,-0.10356689638563144,0.9261485655199021,0.5638448517015877,0.5334446934342904,0.5313063644417386,0,1,0.14298392299470747,1,0,0,1
0.7598784194528876,0.4804646251319958,0.6524122807017544,0.8333333333333333,0.6201715222924417,0.1719476555697586,0.8590585016807731,0.5664384529168751,0.6309184417622126,0.6330678256561668,0,1,0.2794137943208918,0,1,0,1
0.4240121580547111,0.8078141499472016,0.3881578947368421,0.565432098765432,0.6159131540009564,-0.4196562552103595,0.7673697964164682,0.5979860223420218,0.5399947342462516,0.5248110502953106,0,2,0.4196562552103595,1,0,1,1
0.2811550151975683,0.5079197465681098,0.6721491228070174,0.8950617283950617,0.3945373808828391,0.16422937623890765,0.8036712265956736,0.5900344346875637,0.4870746281908985,0.5055820776525104,0,1,0.39099410760944914,1,0,0,1
0.5015197568389058,0.5828933474128828,0.5844298245614035,0.7641975308641975,0.5422065521258943,0.0015364771485206763,0.9525691708297259,0.5836615859871431,0.556280976271064,0.559095861100098,0,0,0.08291006772249765,0,0,0,1
0.5075987841945286,0.6198521647307286,0.4353070175438596,0.9407407407407408,0.5637254744626286,-0.18454514718686899,0.9070091112729292,0.527579591137294,0.5209193221563723,0.5123580916951209,0,1,0.18454514718686899,0,0,1,1
0.71580547112462,0.4794086589229144,0.5372807017543859,1.0,0.5976070650237673,0.057872042831471515,0.8767768153313459,0.5083446803386502,0.5774982772673068,0.5734765197160147,0,1,0.2363968122017056,0,1,0,1
0.6200607902735562,0.6525871172122492,0.5471491228070176,0.8,0.6363239537429026,-0.1054379944052316,0.9460073402194467,0.5998681200096334,0.6065990100976076,0.6006540213685486,0,0,0.1054379944052316,0,0,0,1
